#SampleID	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
GROUP	KLT	KRN	KRN	KLT	KRN	KLT	KRN	KRN	KRN	KLT	KRN	KRN	KLT	KLT	KRN	KLT	KRN	KLT	KRN	KRN	KLT	KLT	KLT	KLT	KLT	KRN	KLT	KRN	KRN	KRN	KLT	KLT	KLT	KLT	KLT	KRN	KLT	KLT	KRN	KRN	KRN	KRN	KLT	KLT	KLT	KLT	KRN	KLT	KRN	KLT	KRN	KLT	KLT	KRN	KRN	KRN	KRN	KRN	KLT
d_Bacteria|p_Firmicutes|c_Bacilli|o_Staphylococcales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus lentus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004080122654003718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5488380945268702e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_?|f_?|g_?|s_?	0.009403222588169075	0.004449165899624443	1.1135304906334765e-05	0.014968112620042115	0.005970203384891364	0.0013156809393207005	0.0017290529319070624	0.02649448907163577	0.0015931907506109757	0.00018214159517568234	0.007379840027020096	0.00029541323206368783	0.01905274364926429	0.0	0.00010972424485353336	0.0014306651329770296	0.0	0.00010921426733488105	0.0397992423452044	0.0038969139193305823	0.02815350373820272	0.009955207748976229	0.020987512676653115	0.06320078445745297	0.0007884508101387896	0.0006578380665818594	0.0003851625909867125	0.0008762946707222512	0.023099143469152136	0.0005018871214577548	0.0003528043956128081	0.004256119195228907	0.0005461670608000002	0.02378698192282706	0.0020002474767406627	0.0028700975525665384	0.04669794117436361	0.0029976499846469376	0.0024479834180095245	0.011193031759280124	0.14337472873191465	0.016685280215772244	0.00017063045659225425	0.013677627760954521	0.02410174267286864	0.004698184040721252	0.008685241289063853	0.030776908484197632	0.015182343245963986	0.014611387194969893	8.28478897952942e-06	0.006032748366615615	0.007341005960637303	0.035627706800217894	0.00720245167076222	0.01637876143613207	0.0012031082171974716	0.005546081685930319	0.03707277136045205
d_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_?|g_?|s_?	0.0	5.385157573032468e-05	0.0	0.0	0.0	0.0	0.0	8.309203561892938e-06	0.0	0.0	0.00039798829113359526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33884913528936e-05	0.0	0.00021272575365921553	0.0	0.0	0.00011062895554285912	3.2258258956728655e-05	2.0900295634937886e-05	2.9419964964296203e-05	0.0010045086549547472	0.0	0.0	3.9180476547346595e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.0263165856602292e-05	0.00023861586086783822	0.0	0.0	0.0	2.108188799442511e-05	0.0	0.0	0.0	0.0	7.468475243973852e-05	0.0	0.0	0.0	0.00017684365020191291	0.0	3.4818481833795266e-05	0.0	0.0	0.0	0.0007179989939117001
d_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_?|s_?	5.334080884698827e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.4927610685678814e-05	0.0	0.0	0.0004775859493603143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.347122838223401e-05	0.0	0.00026903551198077254	0.0	0.0	6.1460530857143955e-06	2.016141184795541e-05	0.0	0.0007722740803127753	0.0	0.0	0.00016048142183109682	0.0002664272405219568	0.0	0.0	0.0	0.0	1.476047991603654e-05	4.523535412024481e-05	5.403510895093944e-05	2.1304987577485553e-05	0.0	4.3358053687248454e-05	0.0	5.2704719986062774e-06	0.0	0.0	0.0	0.0	7.468475243973851e-06	0.0	0.0	0.0	0.00032111083852452607	0.0	0.00018279702962742514	0.0	0.0	6.962996138174772e-05	9.447355183048684e-06
d_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_?	1.3092743989715305e-05	0.0016057560763224085	0.0	0.0	0.0	0.0	0.0	0.00022661464259708013	0.00017206577859056084	0.0	8.528320524291327e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.825179287199214e-06	0.0001991927040939675	0.00019805452931990567	0.00010750044770479073	0.0002554469745555685	0.0	7.542883332467668e-05	3.51908279527949e-05	4.27506047078275e-06	0.0004994707688256651	8.697044631642833e-06	0.00011885425412731355	6.321995405467452e-05	0.00011754142964203976	0.0	0.0	1.997204118084534e-06	0.0	4.02558543164633e-06	0.0005543901070305003	0.00018328954570290252	0.003449083807089661	0.0	3.284701036912762e-05	1.2724572402121235e-06	7.1870072708267426e-06	1.4569190624413258e-05	0.0	0.001465841305783066	3.3374561884183226e-06	6.110570654160424e-06	0.0	0.0	0.0	0.00010153702403937584	1.198233584033055e-06	0.0001400652564677673	0.0	1.3937153884127814e-06	1.4769991808249517e-05	0.0012856991553658076
d_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_human gut	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010862968703678375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021865639297873336	0.0	2.5565985092982663e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome	0.0001315739951559044	0.00172624217757763	0.0	0.0	0.0	0.0	0.0	3.323681424757175e-05	0.00028711974231878013	0.0	1.5161458709851247e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3911871397039002e-05	0.0	6.67374913440676e-05	7.934694237269347e-05	0.0	8.194737447619195e-05	0.0015457082416765813	0.0	0.0033391660234476195	0.0	3.128812843693382e-05	5.943756364114697e-06	0.0005354665128137367	0.0	0.0	0.0	0.0	0.0	0.010939416471412538	0.00038049722552953194	0.0019515368620976767	0.0	0.00031795906037315535	0.0	0.0004005558718940771	0.0	0.0	0.0008136166295092202	8.158226238355898e-06	5.476881845580825e-05	0.0	0.0	0.0	0.0	0.0	0.0007108773374399866	0.0	0.0008244600808788498	0.0	0.0003715959705332483
d_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenella|s_Christensenella massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4927610685678814e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7539838881038034e-05	0.0	0.0	0.0	4.8387388435092985e-05	0.0	0.0006178192642502203	0.0	0.0	0.0002942159400236775	0.0	0.0	0.0	0.0	0.0	0.0	0.00018659583574600984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012264695418032478	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014|f_?|g_?|s_?	0.0	0.0002154063029212987	0.0	0.0	0.0	0.0	0.0	2.2661464259708014e-06	0.0006532317582420093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004461916571704872	0.0	7.849239038762497e-05	0.00048549038258074897	0.0	0.0	0.0006840217183324509	0.0	0.0023469108414699924	0.0	0.0	0.0	0.00035476140582870185	0.0	0.0	0.0	0.0	0.0	0.003753506315750314	7.368423947855378e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.674912376836645e-06	4.0737137694402826e-06	0.0	0.0	0.0	0.0	0.0	0.0005555130510755518	0.0	0.0	0.0002700798502079912	0.0001597461876406414
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014|f_gut metagenome|g_?|s_?	0.0004480627943147015	0.0	0.0	0.0	0.0	0.0	0.0	0.00011217424808555466	5.666837019449609e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010266961091014784	0.0	0.0	0.0	0.0	0.0	0.000514116002122863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017684196251383207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1202712865960777e-05	0.0	0.0	0.0	0.0	0.0	0.0006463180690398246	0.0	0.0	0.0	0.0014171032774573029
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014|f_uncultured Clostridiales bacterium|g_?|s_?	3.2004485308192966e-05	2.692578786516234e-05	0.0	0.0	0.0	0.0	0.0	4.985522137135763e-05	2.2667348077798435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.314641061142277e-05	0.0	0.0	7.258108265263948e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013443255439152932	0.0	0.0	0.0	0.0	0.0	0.0031075495036662275	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014|f_uncultured Ruminococcaceae bacterium|g_?|s_?	6.400897061638593e-05	0.0002154063029212987	0.0	0.0	0.0	0.0	0.0	4.985522137135763e-05	0.0006120183981005577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.51241055440106e-05	0.0	0.005743595348798819	0.0025460018900455555	0.0	0.0	0.0004112928016982904	0.0	0.0	0.0	0.0	0.0	0.0003056077170693034	0.0	0.0	0.0	0.0	0.0	0.0	0.005471054781282619	0.0	0.0	0.0010984040267436276	0.0	0.0	0.0	0.0	0.0	0.0	0.0005377302175661173	0.0	0.0	0.0	0.0	0.0	0.002036881187277023	0.0	0.0	0.0	0.0011336826219658423
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014|f_uncultured rumen bacterium|g_?|s_?	6.400897061638594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014144425200546221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.19107005011608e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.236282824479499e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.566831682520787e-05	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group|f_?|g_?|s_?	1.4547493321905894e-06	2.44779889683294e-06	0.0	5.948269718811679e-06	0.0	0.0	0.0	1.1330732129854007e-06	8.654805629704856e-05	0.0	0.0002217363336315745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4797172304123302e-05	4.401211762664571e-06	4.9484333070459216e-05	0.0	0.0	1.1733374072727483e-05	5.7185095423291714e-05	0.0	0.0	2.1742611579107083e-06	1.8285269865740546e-06	2.431536694410558e-06	4.3810896502942096e-05	6.5784389313449985e-06	0.0	0.0	0.0	0.0	0.0005042713908177291	6.815792151766226e-05	9.412930875143617e-05	0.0	0.0	0.0	1.006181017915744e-05	0.0	0.0	1.331372666469633e-06	0.0	2.0368568847201413e-06	0.0	0.0	0.0	1.3961340805414177e-05	0.0	7.121962193276304e-06	0.0	0.0	1.0549994148749656e-06	3.7359995496601615e-05
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group|f_metagenome|g_?|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045047806657245635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group|f_uncultured organism|g_?|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017641788106895478	0.0	0.00014061291801140466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_?|g_?|s_?	0.0	2.692578786516234e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003957187361068199	0.0	0.008301465812685817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.412994744644431e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8905369124832302e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.946101562514278e-05	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_?|s_?	1.6002242654096483e-05	0.0014136038629210229	0.0	0.0	0.0	0.0	0.0	0.0	1.1333674038899217e-05	0.0	3.411328209716531e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001502482110880212	0.0	1.8769919440519017e-05	0.0	0.0	0.0	0.0	0.0	2.2064973723222154e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.078949756980687e-05	0.0	0.0	0.0	0.0	0.0	0.000192313316242255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2513098323719085e-05
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Candidatus Arthromitus|s_Candidatus Arthromitus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005440163538671624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium sensu stricto 13|s_Clostridium sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010637742528173352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73050781257139e-05	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium sensu stricto 1|s_?	0.0006629500528125686	1.1539623370783858e-05	0.0	0.00018320670733939975	0.0	0.0	0.0002964090740412107	0.0009614935550190398	5.8287466485767406e-05	0.00034553332025975033	0.00011208649831925744	0.0	0.006824863396751388	1.3130862397753556e-05	0.07680546832562604	6.437993098396633e-05	0.0	0.005499718462220795	2.6637404707878303e-05	0.0010338507858199556	1.3832379825517222e-05	0.0009760358109069888	0.001091143667162381	0.0	0.0005689489142204183	7.258108265263948e-05	0.0	0.005011901174274746	0.00470137384087664	0.0011378662219309402	0.0004241294719821845	6.7166531224022725e-06	0.0014575941117880133	0.0011978420832880548	0.0	0.0	0.00594636476617472	0.00022779231896266137	0.004359475397149007	0.00807519900579781	0.0	0.006772115052103568	0.011449570247428686	1.3552642282130428e-05	0.0005128355099793467	4.950801880252063e-05	4.184314094618847e-06	2.6222870051858248e-05	0.0006529581213302853	0.025785490488395343	0.00013421358146837662	0.0	0.0005464867686690693	0.009407160692017223	0.005170544552318597	0.044607427957916564	0.0	0.0003249398197814894	0.00015385692726679288
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium sensu stricto 1|s_Clostridium butyricum	0.0	0.0032849461195498053	0.0	0.0	0.0	0.0	0.00025935793978605935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.135044345240683e-05	8.825989489288862e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.598811856933343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22277227506929e-05	0.0024520879687679902	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium sensu stricto 1|s_Clostridium paraputrificum	0.0	8.975262621720779e-06	0.0	8.724128920923797e-06	0.0	0.0	0.00027664846910512996	0.0	0.0	0.0	0.0	0.0	1.1991476851721815e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007236282824479498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002482139923240449	0.0	0.0	0.0	0.0	0.0	1.4936950487947703e-05	1.823492785965221e-05	0.0	0.0	0.0	0.014138357469200695	0.0	0.0015244462239695177	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium sensu stricto 1|s_Clostridium perfringens	0.0006400897061638593	0.0006192931208987338	0.0	0.0	0.0002852656907456624	0.0	0.0005965232615079365	0.0	0.005134154339621345	2.812480513742154e-05	0.0001535097694372439	0.0	0.005198305215221407	0.0	0.00560270031084309	3.004396779251762e-05	3.872095236317175e-05	0.06253881983263626	0.012959097390382795	0.0010266961091014784	0.0	0.0	0.0006675492760485299	0.0	0.0	1.2096847108773246e-05	3.135044345240683e-05	0.0	7.175061821105338e-05	0.0	8.024071091554841e-05	1.1754142964203977e-05	0.0	0.0001158134610913865	0.0	0.0	0.0	5.088977338527541e-05	0.0	0.0	8.445162412684303e-05	0.00011562147649932921	0.08770538773886082	3.162283199163767e-05	4.807832906056375e-05	0.0015861607562499878	2.929019866233193e-05	1.8356009036300772e-05	0.000201648831587294	0.0006291050111580013	0.0	0.00021961713964648225	6.980670402707088e-05	0.0015421266226505418	6.528465343836613e-05	0.011520921250084526	3.0661738545081194e-05	0.00012765492919987082	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium sensu stricto 1|s_Clostridium sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5974430555165446e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.598811856933343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2722277697454415e-05	2.611386137534645e-05	0.00015568812500114224	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium sensu stricto 1|s_human gut	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025104710156434186	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2667348077798435e-05	0.0	0.0	0.0	0.0	0.0	3.15645087934822e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7994059284666714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004865253906285695	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Sarcina|s_?	0.0	0.0786502263541392	0.0	0.0	0.0	0.0	0.0	0.0	4.533469615559687e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Sarcina|s_swine fecal	0.0	0.0790810389599818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014184216099621602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3209987127249242e-05	2.8342065549146058e-05
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_?|s_?	0.0	0.0007673849541571267	0.0	0.3274296445956515	2.377214089547187e-05	0.0	0.0	0.0	0.010653653596565263	0.0	0.04861142698846056	2.6286770649734937e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005567532879770682	0.0	0.0006985980795856708	0.0	3.6876318514286375e-05	0.0026613063639301143	0.0	2.2064973723222154e-05	0.0	4.02275937046292e-05	0.00041457700639700013	0.005348135048712809	0.0	0.0	0.0	0.0	0.0	0.0	8.105266342640917e-05	0.0	0.0	0.0	0.0	0.0	0.10740698712129942	0.0	0.00013180589398049367	0.0	0.0	0.0	1.7398056857011783e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_?	0.00018135875007976014	6.282683835204546e-05	0.0	0.0031930311850581097	0.00017432903323346037	0.00044599353875277985	0.0	0.00023265769973300227	0.010759434554261657	0.0	0.00020467969258299186	0.0	3.5974430555165446e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040042494806440565	0.006561647147515782	0.0	8.604474320000155e-05	0.0	2.0900295634937886e-05	0.06110526723084322	0.0	0.0	0.0	0.0010108562949215421	0.0011939866660391173	0.0	0.00020504628945667883	0.0	0.0	0.06534812344595867	0.0	4.260997515497111e-05	0.0	0.0	0.0	0.0002635235999303139	0.0	1.777210931372535e-05	0.0	0.0	0.0	0.0	0.002505320187409697	0.0	0.0006980670402707089	0.0	0.0	0.0	0.0	0.0	0.0003967889176880448
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus|s_?	0.0	0.0	0.0	0.0	0.0	0.00013379806162583396	0.0041670175658960204	0.11783281571120376	0.0	0.0	0.005696918110226607	0.007097428075428433	0.0	0.0	0.0	0.001542257013349238	0.0	0.0	0.0459939187956032	0.0	0.07087711422595025	0.0	0.01884662374704454	0.0	0.02430149390091472	0.0	0.0	0.00011767985985718481	0.0	0.0	0.0	0.0	6.030235687066249e-05	1.5441794812184865e-05	0.0	0.0	2.952095983207308e-05	5.654419265030601e-06	0.0	0.0	0.0	0.006985464205167807	0.02930978007104605	0.0	0.008963937351513998	0.0	0.0	0.003915948594410832	0.0	0.0	5.799352285670595e-05	1.3943945374379825e-05	0.0	3.5148185131636275e-05	0.0	1.2974010416761852e-05	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospira|s_?	0.004192587575373279	0.0	0.0	0.0	0.0	0.0	0.000414972703657695	7.478283205703643e-05	0.0	0.0	0.000545812513554645	0.0	0.0008633863333239707	0.0	3.15645087934822e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.7539838881038034e-05	0.0002794392318342683	0.0	0.0	0.0	0.0	0.0	4.7833745474035584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001445268456241615	0.0	0.0	0.001506454310564331	2.665816397058803e-05	8.787059598699578e-05	0.0	4.481085146384311e-05	0.0	0.0	0.0	5.584536322165671e-05	0.0	5.22277227506929e-05	0.0	0.0	0.0004874097296722341	0.0
