Genus	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Catenibacillus	1	5	0	0	0	4	0	6	0	0	1	0	4	0	0	0	0	0	0	0	12	38	6	1	0	26	0	31	8	13	0	12	0	0	0	0	0	0	0	13	1	0	4	8	0	3	0	0	1	1	0	0	0	0	15	6	1	7	1	6
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus	288	20	0	0	0	183	4	385	0	0	79	0	8	0	1	1	0	0	1	306	21	354	2218	547	0	15	13	425	52	48	170	61	11	5	0	0	0	12	11	115	8019	0	32	8	20	148	35	9	27	19	11	0	32	9	8	667	71	7	31	101
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea	1006	162	0	1	0	314	562	422	896	1	188	0	0	0	186	0	0	0	0	345	405	1159	3	452	0	951	386	7045	260	918	559	173	447	500	0	117	0	2	499	182	293	0	545	8	662	509	264	164	202	756	537	22	2136	236	456	235	15	1	461	624
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	10	3	0	0	563	0	0	0	0	0	0	0	11	0	0	1	1	0	0	126	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	12	11	2	0	0	3	5	2	16	10	5	1	2	0	1	0	10	15	0	1	0	6	0	17	1	4	4	19	3	5	0	12	1	40	1	0	0	0	1
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;GCA-900066575	6	0	0	0	0	0	1	1	77	0	0	0	1	0	0	0	0	0	0	1	6	0	2	1	0	2	1	0	12	5	1	13	2	0	0	0	0	0	7	1	2	0	0	53	3	2	0	6	0	6	9	0	1	0	1	2	2	8	11	6
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;GCA-900066755	96	45	0	0	0	194	41	46	17	0	15	0	33	0	4	0	0	0	1	34	6	9	8	152	1	7	1	152	93	10	5	148	13	0	0	0	0	1	8	5	67	0	23	0	14	97	11	13	9	27	17	0	15	7	8	38	263	13	100	96
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Howardella	1543	1271	0	105	0	8874	23	3289	14	3	991	0	112	0	219	18	0	0	1	23	2034	2271	1757	2377	19	740	445	309	229	2909	706	510	253	51	0	203	2	1687	2199	699	712	0	3255	13	3837	2370	306	94	4940	907	595	381	1545	12	12632	639	2322	391	5305	3053
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella	21	4	0	0	0	2	0	11	5	0	19	0	4	0	0	0	0	0	0	0	7	1	5	4	0	3	45	3	17	0	22	1	1	1	0	0	0	4	10	85	6	0	1	0	3	23	471	1	1	1	2	7	0	40	0	4	6	131	4	6
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium	3078	1169	0	64	9	1258	1971	1354	888	3	1760	0	936	0	572	44	0	0	5	138	1030	700	1361	2465	4	1094	1781	626	2082	1035	882	1641	731	6072	0	64	2	466	1837	1299	1098	0	1307	8637	521	1577	2367	420	287	506	237	64	996	956	563	1586	1162	1573	2095	1942
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	2	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae FCS020 group	64	88	0	0	0	210	0	17	4	0	26	0	0	0	6	0	0	0	0	0	108	3	29	57	0	66	4	7	11	4	15	20	28	0	0	2	0	34	5	6	53	0	8	0	104	28	0	9	0	260	4	1	2	18	0	32	8	15	56	94
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group	1	0	0	0	0	7	8	86	1	0	0	0	0	0	0	0	0	0	0	18	9	80	11722	2	0	22	22	0	3	23	34	1	20	0	0	38	0	88	5	27	9	0	16	45	15	0	6	27	13	43	20	18	0	18	24	8	1	1	0	1996
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae ND3007 group	605	480	0	124	0	2118	13	45	16	0	188	0	71	0	31	0	0	0	0	4	610	11	247	1087	1	7	136	57	87	975	134	70	165	6	0	6	0	50	299	187	1029	0	276	24	413	246	8	33	328	82	91	1	11	1679	48	423	2409	35	662	774
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4A136 group	926	15189	0	546	1	1043	114	25	591	0	253	0	15	0	475	0	0	0	0	1154	9257	96	123	417	5	933	1033	38	810	136	274	319	50	26	0	2603	0	542	224	79	1690	0	594	32	5102	144	525	2030	249	117	31	1	11	163	17	4300	217	242	19326	505
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-001	1024	564	0	0	0	419	1	137	0	0	77	0	9	0	109	2	0	1	0	0	136	12	18	720	0	97	6	63	147	16	13	84	28	18	0	4	0	92	28	59	329	0	65	14	61	115	9	78	47	15	22	0	5	61	12	364	293	11	1444	468
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004	2	1280	0	25	0	4	11	0	258	0	9	0	0	0	2	0	0	0	0	8	46	4	0	0	0	16	6	1	2	5	115	0	13	79	0	7	0	23	397	1	2	0	0	28	680	9	2	77	30	4	11007	7	1	6	16	2	4	11907	5	24
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-008	0	6	0	77	0	10	4	1	0	0	0	0	2	0	1	0	0	0	1	29	12	17	5	2	0	14	2	97	41	35	8	112	6	12	0	4	0	49	8	4	23	0	25	44	16	1	9	16	5	17	11	2	16	24	6	25	2	1	3	4
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-010	9	4	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	399	0	4	15	0	2	9	1	5	27	3	117	12	2	0	0	0	0	3	7	0	0	11	0	5	0	0	16	0	1	24	0	0	9	0	2	68	45	14	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia	1	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Moryella	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	9	27	0	19	0	0	12	0	113	188	22	0	0	3	0	0	33	29	15	0	19	0	21	1	13	5	0	0	0	0	0	0	0	39	0	17	0	4
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia	3063	583	3	542	1	26329	206	1203	15	0	2294	0	328	0	10954	1	0	0	2	63	249	122	393	3003	17	3009	239	398	923	1385	189	464	169	1231	4	33	2	299	1592	887	783	0	1483	9692	808	871	3768	599	78	868	960	0	2591	355	119	2633	488	36	15566	9028
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas	223	36	0	0	0	557	7	324	0	0	58	0	166	0	263	0	0	0	0	0	33	17	14	351	0	172	9	168	56	27	6	96	17	7	0	0	1	35	14	266	162	0	50	418	19	178	19	23	27	32	7	0	30	30	136	78	354	0	262	829
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tuzzerella	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Bacteroides] pectinophilus group	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] eligens group	3	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1	2	1	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	228	0	1	3	0	0	1	0	0	1	0	1	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] hallii group	4092	1396	0	822	0	4090	960	673	1256	0	642	0	230	0	7	0	0	0	0	2622	1462	1402	2847	2944	2	1861	323	7195	3240	949	1800	8558	2936	48	0	596	0	4	1988	1209	3284	0	2530	0	1825	3097	1246	1590	15	955	4816	36	279	1549	1238	2164	3055	374	4039	1280
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] ruminantium group	0	0	0	0	0	0	0	2	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	498	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] ventriosum group	116	1303	0	1	0	830	18	38	0	0	460	0	147	0	8	0	0	0	0	0	0	3	139	206	0	65	31	0	144	355	0	66	299	0	0	17	0	1	18	53	87	0	137	0	335	624	0	6	3	549	0	0	0	83	9	570	6	3	126	45
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] xylanophilum group	19440	6678	2	833	11	20715	101	1969	250	0	4622	0	333	0	953	960	0	9	2	2998	4427	565	1558	12248	1	314	1904	3128	4112	2305	2893	2743	5521	3227	0	84	0	122	1768	372	646	0	11629	235	1148	6133	70	3253	6003	3268	3710	545	26568	1779	537	3430	16520	662	3227	6276
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] gauvreauii group	6	2	0	0	0	7	0	5	0	0	2	0	0	0	0	0	0	0	0	0	78	2	0	20	0	0	35	0	12	4	0	103	0	0	0	0	0	1	0	0	1	0	0	0	1	2	2	0	0	0	0	0	2	5	19	3	0	0	25	25
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] gnavus group	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0	3	3	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	227	0	8	0	0	2	2200	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] torques group	205	178	0	10	11	1305	3	20	37	0	49	0	48	0	7	53	0	0	0	0	690	67	216	306	1	4	85	7181	41	1	46	133	79	73	0	3	0	11	1054	23	58	0	592	12	217	36	328	255	8917	455	797	0	282	329	45	683	431	9	2952	56
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured organism	109	1	0	0	0	49	3	19	0	0	15	0	0	0	11	0	0	0	0	0	99	6	5	37	0	1	0	48	6	3	3	0	2	2	0	0	0	0	2	0	1	0	5	0	4	24	7	2	4	5	1	0	2	0	1	4	2	0	19	54
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus	3	0	0	208	0	0	0	37	17	0	0	0	0	0	0	0	0	0	0	0	15	0	2	0	0	5	0	0	0	1	1	0	27	0	0	0	0	0	38	19	3	0	3	7	4	0	0	0	1	0	0	0	0	12	0	77	0	0	0	3
Bacteria;Firmicutes;Clostridia;Oscillospirales;?;?	46	1	0	0	0	40	0	16	26	0	18	0	0	0	0	0	0	0	0	0	10	0	22	5	0	776	36	6	9	35	0	9	24	0	0	0	0	0	246	3	45	0	9	0	3	19	0	4	0	4	0	0	0	28	0	39	0	2	3	49
Bacteria;Firmicutes;Clostridia;Oscillospirales;?;metagenome	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	26	0	0	4	3	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	2	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;?	0	77	0	2	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	29	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	607	0	0	0	0	0	0	0	0	0	0	0	59	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus	373	503	0	104	1	937	0	286	155	2	14	0	185	0	43	0	0	0	0	0	959	673	349	574	0	970	184	77	261	1175	1073	478	500	865	0	61	0	817	259	301	1077	0	1486	102	1218	11	58	306	2	140	426	12	0	289	852	774	0	472	1257	375
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-008	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009	7	0	0	0	0	0	0	95	0	0	27	0	0	0	0	0	0	0	0	0	171	21	37	1	0	164	1	2	15	113	0	45	43	0	0	0	0	0	47	81	1	0	14	0	25	92	0	1	0	40	3	0	0	53	0	68	0	0	0	74
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ruminiclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	71	3	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	3
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;?	48	1332	0	0	0	0	0	1370	1165	0	325	0	37	0	75	0	0	2	0	0	914	15	112	374	0	483	918	116	2322	99	67	459	725	12	0	11	0	2	583	2981	398	0	116	295	630	71	256	472	0	237	7	66	3	3441	22	315	0	1236	197	181
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter	313	12	0	202	0	140	0	32	8	1	42	0	0	0	8	0	0	0	0	0	174	20	147	20	0	1101	151	34	45	197	46	96	92	0	0	133	0	0	200	337	242	0	40	0	47	0	1	44	0	42	4	2	0	621	8	45	0	320	398	92
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor	31	2	0	0	0	86	59	18	1	0	62	0	14	0	37	0	0	0	0	0	57	59	19	0	0	150	229	4	17	314	6	83	13	61	0	5	1	2016	18	104	16	0	10	2	6	227	120	4	1	16	68	155	17	328	79	2	0	204	100	18
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas	5	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1	48	0	29	4	0	1	0	1	0	0	0	0	65	7	17	0	0	90	1	4	0	0	0	2	0	0	0	37	0	0	0	0	10	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group	137	23	0	0	0	0	0	168	402	0	355	0	0	0	0	0	0	0	0	0	104	41	46	584	0	282	54	0	343	65	140	21	128	0	0	91	0	1	253	326	379	0	174	0	901	1058	0	452	0	146	0	1	0	121	26	45	0	41	7	985
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter	225	11	0	225	0	0	0	280	371	0	240	0	121	0	0	0	0	0	0	0	530	270	43	4	0	557	85	2	423	237	12	17	747	6	0	6	0	30	99	98	51	0	9	0	65	315	0	10	0	207	55	75	0	256	95	20	0	329	307	50
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Papillibacter	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	4	1	1	14	2	0	0	0	0	0	2	2	9	0	0	0	3	0	0	0	1	0	0	0	0	3	0	1	0	4	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Pseudoflavonifractor	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	2	0	0	0	0	0	0	0	0	3	2	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002	1175	1312	0	249	0	21	0	514	266	0	6343	0	0	0	423	0	0	0	0	0	7230	1481	685	277	0	1304	4141	0	2813	26	2918	79	1570	0	0	1077	0	3	3449	3150	1704	0	362	0	2656	4502	0	669	2	317	938	100	106	7727	194	610	0	568	286	1884
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-003	177	93	0	2	0	2	0	3	644	0	2751	0	0	0	92	0	0	0	0	0	11	0	43	3	0	0	1	1	202	178	30	0	653	0	0	142	0	0	12	618	332	0	0	0	141	0	0	57	0	23	0	0	0	866	1	55	0	90	0	857
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005	57	983	0	140	0	62	0	462	6	0	285	0	0	0	0	0	0	0	0	0	583	26	558	31	0	138	157	0	2163	1	160	6	2681	0	0	6	0	1	1040	361	760	0	28	0	175	215	0	538	1	111	1	0	1	100	0	84	0	147	91	193
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;V9D2013 group	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;?	5398	18464	0	139	1	998	0	248	493	929	2500	2815	4	278	59	320	0	270	0	1938	621	1875	516	578	0	314	217	77	1303	271	445	360	1179	20	143	3	2	26	380	1634	259	1	677	5	168	2073	307	274	18	234	1794	285	7	472	1235	557	18	431	123	684
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerofilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	7	0	0	0	4	0	8	21	0	19	15	0	0	0	0	0	34	2	5	0	20	0	12	0	0	1	0	0	0	2	0	0	0	19	0	2	1	2
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus	0	8	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	22	0	11	0	0	0	25	2	7	0	0	2	7	0	0	0	0	0	47	7	3	0	0	0	0	0	0	1	0	0	0	0	0	9	0	4	0	1	8	5
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Angelakisella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea	6	2	0	0	0	0	0	39	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	0	9	1	18	17	29	9	13	2	0	0	0	0	0	16	3	11	0	6	0	2	1	0	0	0	5	4	0	0	2	0	13	0	9	12	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;DTU089	3	2	0	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	128	0	0	0	0	291	0	135	5	23	0	137	67	0	0	0	0	0	19	44	46	0	3	0	37	4	0	1	0	33	40	3	0	12	0	34	0	16	3	24
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium	52682	11602	0	8922	361	67205	90992	13185	18747	36	12682	2	36963	0	3782	2547	0	14	36155	39606	9587	61772	57058	27993	86	25882	21344	4443	9309	24290	28917	7073	28771	7465	11	37284	41	94963	9240	44812	21297	3	22891	38568	10889	17581	36135	36814	20904	47173	44291	24640	34580	29339	34097	17585	5840	25835	18157	33285
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella	2	0	0	0	0	0	0	0	341	0	2	0	0	0	8	0	0	0	0	0	7	0	0	0	0	102	0	1	10	3	0	2	0	0	0	0	0	0	2	0	0	0	0	129	3	0	0	0	0	0	20	397	0	0	86	0	925	24	3	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Harryflintia	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis	20	196	0	50	0	123	14	441	9	0	53	0	2	0	2	33	0	0	4	18	326	94	81	55	0	219	17	210	190	85	4	202	43	14	0	7	1	344	108	144	102	0	166	65	57	48	34	58	5	161	41	15	2	201	113	532	3	0	18	15
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus	30	1	0	128	0	0	0	159	206	0	1	0	0	0	0	0	0	0	0	0	217	777	39	2	0	110	6	15	131	309	116	121	128	324	0	22	0	0	510	450	27	0	41	1	53	42	0	0	0	136	46	0	0	149	4	169	0	1	38	69
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	12	0	0	24	0	0	0	0	0	0	5	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	115	0	5	3	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Phocea	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	5	0	26	16	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	8	0	0	0	0	0	60	7	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus	371	1948	0	63	0	0	20	53	1927	0	88	0	37	1	7	4	0	0	4	0	2137	1	7374	5031	0	7	41	0	6359	5237	384	6687	220	1	0	9	2	1	1473	8973	2417	1	7172	1	157	189	2	207	39	8	3	0	4	3	10	8169	52	4	6313	4326
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum	1006	666	0	123	0	122	1	1046	131	18	1918	0	11	0	26	0	0	1	0	2	2215	161	4363	5665	0	849	2441	4836	107	523	1925	5784	1605	2	0	2	12	1690	2513	613	1146	0	2044	36	4155	1870	2197	1244	1957	1643	2128	416	0	330	477	4056	1	1988	2777	7679
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;UBA1819	18	31	0	0	0	9	0	115	2	0	1	0	0	0	0	0	0	0	0	0	3	0	11	1	0	2	29	69	59	33	55	140	2	10	0	7	0	1	40	15	46	0	24	0	24	30	0	7	1	5	0	0	15	28	0	32	0	130	22	2
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] siraeum group	0	12	0	0	0	0	0	7	29	0	0	0	33	0	0	0	0	0	0	0	0	0	368	0	0	513	887	0	545	0	835	0	0	0	0	0	0	0	1050	1	1018	0	0	0	152	0	0	252	0	0	0	0	0	0	0	0	0	66	4	18
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured Clostridiales bacterium	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;?	0	4	0	0	0	0	0	4	32	0	0	0	0	0	0	0	0	0	0	0	9	0	69	0	0	0	15	0	10	0	1	0	39	0	0	0	0	0	181	0	363	0	0	0	6	0	0	25	1	1	0	0	0	14	0	55	0	0	3	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;gut metagenome	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;metagenome	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49	2	0	0	18	0	0	0	0	0	85	0	0	0	0	0	12	0	16	0	0	0	18	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured Ruminococcaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
