Species	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;?	7	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	46	0	0	0	989	0	7	0	0	0	701	0	0	0	0	0	0	0	10	0	0	0	0	0	0	23	1	5	0	0	0	41	1	34	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas sp. AT11	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	27	0	20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas sp. mt124	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas virosa	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;uncultured organism	11	118	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	44	0	358	0	0	0	328	0	1	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	7	0	0	0	35	1	122	0	0	0	254
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;Odoribacter splanchnicus	138	129	0	0	0	0	0	3	505	0	0	0	0	0	0	0	0	0	0	0	198	0	134	1	0	6	10580	0	51	0	0	23	46	15	0	0	0	0	3232	3243	56	0	304	0	0	0	0	19	0	62	4	0	0	729	6	335	0	0	169	9
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;?;?	0	0	0	13	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	6	0	1	0	283	1	159	1	3867	1	0	1	0	0	0	2	0	0	1	0	131	0	0	3373	0	0	0	0	0	0	4	0	0	1	8162	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873;Bacteroidales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;uncultured Bacteroidales bacterium;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;?	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3758	0	0	0	0	0	15	0	0	37	0	0	0	745	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas bennonis	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	90	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas sp. HMSC065F10	0	0	0	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;?;?	0	41	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2044	0	0	0	0	0	0	0	58	0	5452	0	0	26	1	0	2	0	0	0	243	0	0	0	14328	0	0	6156	0	81	0	0	0	0	0	0	520	0	922	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;?;uncultured Prevotella sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	20	0	2728	0	0	0	0	0	0	0	0	0	35	0	0	0	5676	0	0	4614	0	0	0	1	0	0	0	0	0	0	1410	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Prevotellaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2654	0	2754	319	0	0	0	0	0	1	1	0	501	0	0	0	0	0	279	0	0	0	0	0	0	0	0	789	2	680	0	0	0	1239	6	1009	0	0	1269	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;?	0	0	0	193	0	0	4	0	8320	0	0	0	0	0	0	3	0	1	0	0	5309	0	1	0	0	10	30849	1	30	0	7513	0	0	0	0	1	0	0	2	0	55	0	0	0	1824	0	0	5016	0	0	0	0	0	0	0	0	1615	5979	13238	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bergensis	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bivia	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	2	0	0	0	0	0	0	2	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella buccalis	0	0	0	979	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella disiens	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oris	0	1	0	0	0	0	3013	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1196	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5534	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella timonensis	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	69	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;?	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	74	5	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;Massiliprevotella massiliensis	0	29	0	0	0	0	5	1346	4957	0	0	0	7	0	7	0	0	0	0	1	3	0	0	422	0	0	0	0	0	0	663	0	0	0	0	12713	0	0	0	0	2523	0	0	0	1	8	0	2445	0	0	0	0	0	0	3	0	65	23	8	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;Prevotella baroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;Prevotella buccae	27	8	0	0	0	2	23	0	602	3	0	1902	2315	2568	929	910	1	0	1	22	55	0	2	39	0	0	0	0	0	0	0	0	5	0	67	0	0	0	8	0	0	0	1	130	0	0	1	0	6	1	6	0	242	0	296	5	32496	0	15	5
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;uncultured Bacteroidetes bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;uncultured organism	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17226	0	2	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;?	30	40080	0	201	0	0	9	1	1435	0	3	0	6	0	240	0	0	0	0	23254	11173	0	1	25	0	2364	18275	14	792	0	4	2	1920	37	0	27442	0	4	1717	0	14741	0	1	2	3558	9	0	7754	9	0	12956	32902	0	1	0	2	42	1306	2	2
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;Prevotellaceae bacterium	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	3	0	0	0	10	0	0	31	0	0	1	0	0	0	0	0	13	0	0	22	0	0	0	42	0	0	0	0	0	3	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;Trichuris trichiura	0	19222	0	4	0	0	0	0	2686	0	0	0	0	0	301	0	0	0	0	16478	3104	0	0	0	0	35	2	2	523	1	2	2	3835	245	0	19460	0	0	1345	0	47	0	0	0	6824	0	0	17414	0	0	56	20475	0	1	0	0	0	14008	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;gut metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	21	0	7	0	0	0	0	0	42	0	0	0	0	30	0	32	0	0	0	0	0	0	592	0	0	0	1	0	0	0	0	0	26	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;human gut	0	9149	0	0	0	0	0	0	747	0	0	0	0	0	1114	0	0	0	0	0	20585	0	0	0	0	7312	20	0	610	0	1	0	11107	50	0	10665	0	2	1570	0	49	0	0	0	25200	0	0	22525	0	0	78	15080	0	0	2	0	0	55062	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	320	0	2	0	468	0	0	809	0	0	0	0	0	0	0	0	0	0	0	1054	0	0	0	0	0	0	0	0	0	1215	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group;metagenome	1	2	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	60	0	0	0	0	110	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	9	0	0	1	9	0	0	0	0	5	13058	3	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-003;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;?;?	0	4	0	0	0	0	0	3	41	0	0	0	0	0	0	0	0	0	0	0	1	0	19	4	0	3	51	2	1	118	0	10	2	65	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	2	0	0	0	0	16	0	0	58	55
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;?	48	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	1	0	0	1539	1	1	0	0	0	0	0	0	726	2	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	7	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	806	0	0	1804	0	0	0	55	0	0	0	0	13972	1488	0	0	0	0	0	0	0	6	0	1	1	0	0	31	0	0	0	0	0	10
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes inops	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	3001	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes obesi	7	37	0	0	2	0	0	4	161	0	0	0	0	0	0	0	0	0	0	0	57	0	225	11	0	0	121	2	2	0	0	5	0	1	0	0	0	0	342	0	86	0	276	0	0	0	0	6	0	64	17	0	0	156	0	192	0	0	18	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii	405	1171	0	51	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	8	0	30	2	0	128	4772	1	9	0	0	152	0	0	0	9	3	0	0	371	454	0	1987	0	0	0	0	0	3	55	0	13	0	333	1	963	0	0	1093	89
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. cv1	5	2	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	25	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Bacteroides sp.	0	3	0	0	0	0	0	0	71	0	0	0	0	0	1	0	0	0	0	0	41	0	541	5	0	1303	194	13	1	0	0	66	32	4	0	0	0	0	53	0	0	0	1380	0	0	0	0	6	1	0	0	0	0	30	0	387	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;gut metagenome	3	16	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	26	0	19	11	0	0	76	15	0	0	0	78	1	0	0	0	0	0	169	1	0	0	0	0	0	0	0	0	0	16	0	0	0	109	1	12	0	0	15	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured organism	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	74	0	147	11	0	0	0	0	6	0	0	10	2	0	0	0	0	0	3595	0	0	0	0	0	0	0	0	14	2	0	0	0	0	709	1	626	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	0	1471	0	0	0	0	0	0	0	2186	0	0	0	0	0	0	0	0	230	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;?;?	0	2	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	6689	10792	0	0	0	0	3042	0	0	424	0	0	0	4727	90	0	48	0	0	0	0	1328	0	0	0	6	0	0	8437	0	0	12	1344	0	0	0	0	0	1	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;?	3	3	0	0	0	0	0	2	5	0	6	0	0	0	0	0	0	0	0	0	0	0	7	2	0	4	4	0	272	4	0	1	457	0	0	14	0	0	1	276	9	0	0	0	1	1	0	4	0	17	0	3	0	25	0	0	0	0	28	101
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	2437	178	0	137	0	2	0	110	10040	0	1904	0	0	0	64	0	0	0	0	0	382	2	1247	33	0	0	1666	200	3	4019	16562	56	1	86	0	111	0	0	453	1546	0	0	0	0	0	819	0	158	6	0	0	5	0	1299	6	1058	0	386	2545	2587
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides goldsteinii	0	124	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	54	84
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae	0	370	0	136	0	0	0	62	1181	12	0	0	0	0	38	0	0	0	0	0	211	0	480	233	0	4359	270	118	6	0	23354	588	49	0	0	2343	0	0	770	0	434	0	0	0	2	0	0	556	0	1614	0	3	1	590	124	0	0	0	1005	1202
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;gut metagenome	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	920	2	0	0	5	0	0	0	0	0	0	2583	0	0	0	0	0	1	0	0	0	0	0	253	0	0	0	0	2	0	0	0	3	3	0	0	0	4	0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;?	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;?;gut metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	106	1	32	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;?	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga sputigena	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;?;?	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter;Empedobacter brevis	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio sp. MPA	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Campylobacterota;Campylobacteria;?;?;?;?	0	1	0	0	0	0	60	0	0	0	0	0	75	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	5	0	1	0	28	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter gracilis	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	124	0	0	0	1	0	0	0	0	0	0	0	2	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter ureolyticus	0	0	0	222	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;?;?;?;?;?	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;AD3;uncultured Chloroflexi bacterium;?;?;?	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;?;?	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;?;?;?	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Gitt-GS-136;uncultured Caldilineaceae bacterium;?;?;?	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;JG30-KF-AS9;?;?	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;HSB OF53-F07;?	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;SHA-26;?;?;?;?	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
